Name,SPDR S&P 500 ETF Trust (SPY),iShares Core S&P 500 ETF (IVV),Vanguard S&P 500 ETF (VOO),Vanguard Total Stock Market ETF (VTI),Invesco QQQ Trust Series I (QQQ),Vanguard FTSE Developed Markets ETF (VEA),Vanguard Growth ETF (VUG),iShares Core MSCI EAFE ETF (IEFA),Vanguard Value ETF (VTV),Vanguard Total Bond Market ETF (BND),iShares Core U.S. Aggregate Bond ETF (AGG),iShares Russell 1000 Growth ETF (IWF),iShares Core S&P Mid-Cap ETF (IJH),iShares Core S&P Small Cap ETF (IJR),Vanguard Dividend Appreciation ETF (VIG),Vanguard FTSE Emerging Markets ETF (VWO),iShares Core MSCI Emerging Markets ETF (IEMG),Vanguard Total International Stock ETF (VXUS),Vanguard Information Technology ETF (VGT),Technology Select Sector SPDR Fund (XLK)
Symbol,SPY,IVV,VOO,VTI,QQQ,VEA,VUG,IEFA,VTV,BND,AGG,IWF,IJH,IJR,VIG,VWO,IEMG,VXUS,VGT,XLK
Type,ETF ,ETF ,ETF ,ETF ,ETF ,ETF ,ETF ,ETF ,ETF ,ETF ,ETF ,ETF ,ETF ,ETF ,ETF ,ETF ,ETF ,ETF ,ETF ,ETF 
Jurisdiction,US,US,US,US,US,US,US,US,US,US,US,US,US,US,US,US,US,US,US,US
Currency,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD
19870430,,,,,,,,,,,,,,,,,,,,
19870529,,,,,,,,,,,,,,,,,,,,
19870630,,,,,,,,,,,,,,,,,,,,
19870731,,,,,,,,,,,,,,,,,,,,
19870831,,,,,,,,,,,,,,,,,,,,
19870930,,,,,,,,,,,,,,,,,,,,
19871030,,,,,,,,,,,,,,,,,,,,
19871130,,,,,,,,,,,,,,,,,,,,
19871231,,,,,,,,,,,,,,,,,,,,
19880129,,,,,,,,,,,,,,,,,,,,
19880229,,,,,,,,,,,,,,,,,,,,
19880331,,,,,,,,,,,,,,,,,,,,
19880429,,,,,,,,,,,,,,,,,,,,
19880531,,,,,,,,,,,,,,,,,,,,
19880630,,,,,,,,,,,,,,,,,,,,
19880729,,,,,,,,,,,,,,,,,,,,
19880831,,,,,,,,,,,,,,,,,,,,
19880930,,,,,,,,,,,,,,,,,,,,
19881031,,,,,,,,,,,,,,,,,,,,
19881130,,,,,,,,,,,,,,,,,,,,
19881230,,,,,,,,,,,,,,,,,,,,
19890131,,,,,,,,,,,,,,,,,,,,
19890228,,,,,,,,,,,,,,,,,,,,
19890331,,,,,,,,,,,,,,,,,,,,
19890428,,,,,,,,,,,,,,,,,,,,
19890531,,,,,,,,,,,,,,,,,,,,
19890630,,,,,,,,,,,,,,,,,,,,
19890731,,,,,,,,,,,,,,,,,,,,
19890831,,,,,,,,,,,,,,,,,,,,
19890929,,,,,,,,,,,,,,,,,,,,
19891031,,,,,,,,,,,,,,,,,,,,
19891130,,,,,,,,,,,,,,,,,,,,
19891229,,,,,,,,,,,,,,,,,,,,
19900131,,,,,,,,,,,,,,,,,,,,
